id,name,created_at,updated_at
9d1ee458-9d47-47cf-9ebd-8c1f61bfcad4,Author Seeds,2024-09-28T23:47:35,2024-09-28T23:47:35
9d1ee458-bc59-4be5-913f-878a4d1d4f25,AutoFem Seeds,2024-09-28T23:47:36,2024-09-28T23:47:36
9d1ee458-ccad-447a-9768-ee31062acf4a,Auto Seeds,2024-09-28T23:47:36,2024-09-28T23:47:36
9d1ee458-fc1f-45d3-b382-69810b07cccd,Automaris,2024-09-28T23:47:36,2024-09-28T23:47:36
9d1ee459-080b-4820-9233-5a923f362e5e,Avalanche Genetics,2024-09-28T23:47:36,2024-09-28T23:47:36
9d1ee459-234d-4bd0-8d79-644b9738bfb4,Avalon Garden,2024-09-28T23:47:36,2024-09-28T23:47:36
9d1ee459-25d1-4b7d-88a9-4874013f6970,Awka Semillas,2024-09-28T23:47:36,2024-09-28T23:47:36
9d1ee459-2ef9-4e8e-a255-18187876a0b8,Azarius Seeds,2024-09-28T23:47:36,2024-09-28T23:47:36
9d1ee459-3c39-40b8-84ba-8c5ffc2a064a,Aztech Genetics,2024-09-28T23:47:36,2024-09-28T23:47:36
9d1ee459-b14d-46dc-bf40-8fe3965b9a43,B-dub Genetics,2024-09-28T23:47:36,2024-09-28T23:47:36
9d1ee459-c296-4fda-a6de-aaa47e002b49,BAMA Seeds,2024-09-28T23:47:36,2024-09-28T23:47:36
9d1ee459-ca29-4c80-b6a7-34e7072f9ec1,BCN Seeds,2024-09-28T23:47:36,2024-09-28T23:47:36
9d1ee459-e334-4dbe-9902-96e2aa61c2fc,B.C. Bud Depot,2024-09-28T23:47:36,2024-09-28T23:47:36
9d1ee45a-86e0-44f0-bbdc-e90c86c93b8f,BC Growers Association,2024-09-28T23:47:37,2024-09-28T23:47:37
9d1ee45a-9c30-4e72-ac69-9c470b016acf,B.C. Grown,2024-09-28T23:47:37,2024-09-28T23:47:37
9d1ee45a-cd40-4afd-bba2-75ad49547ff8,B.I.G. Seeds,2024-09-28T23:47:37,2024-09-28T23:47:37
9d1ee45a-d96c-49bb-9348-0d71fcdef17b,BJ Cannabis Co.,2024-09-28T23:47:37,2024-09-28T23:47:37
9d1ee45a-deaa-4092-9f8c-d62aa3f54da4,B.O.G. Seeds,2024-09-28T23:47:37,2024-09-28T23:47:37
9d1ee45b-0b96-4785-9b8e-5aa64727bf09,BSB Genetics,2024-09-28T23:47:37,2024-09-28T23:47:37
9d1ee45b-73a0-434b-9999-cd8a8ad3729c,BSF Seeds,2024-09-28T23:47:37,2024-09-28T23:47:37
9d1ee45c-070b-40fb-a1f7-0fbd85ae824c,BSV Genetics,2024-09-28T23:47:38,2024-09-28T23:47:38
9d1ee45c-20c2-4dde-a58a-d7420d0f16cf,B. Seeds Co.,2024-09-28T23:47:38,2024-09-28T23:47:38
9d1ee45c-7ff6-41bb-aa8a-c09a4a078003,Baby Zeus Genetics,2024-09-28T23:47:38,2024-09-28T23:47:38
9d1ee45c-82b8-4986-8c40-5099d0ffe47d,Babylon Seeds Bank,2024-09-28T23:47:38,2024-09-28T23:47:38
9d1ee45c-9950-46f4-a5bb-6aa76f805a5f,Backcountry Farms,2024-09-28T23:47:38,2024-09-28T23:47:38
9d1ee45c-a3e1-439f-95b0-34c0d873c6d6,Bad Dawg Freebies,2024-09-28T23:47:38,2024-09-28T23:47:38
9d1ee45c-b6bd-4ebb-83e9-f88ad76449d3,Bad Fish Genetics,2024-09-28T23:47:38,2024-09-28T23:47:38
9d1ee45c-c32a-4510-9491-c82825b1e1c1,Baked Beans Cannabis Seeds,2024-09-28T23:47:38,2024-09-28T23:47:38
9d1ee45c-eaf5-4df8-a514-7ea8b6612b9c,Baked Beanz,2024-09-28T23:47:38,2024-09-28T23:47:38
9d1ee45d-0459-490b-a099-f4db5868c3df,Baked Botany,2024-09-28T23:47:38,2024-09-28T23:47:38
9d1ee45d-207a-48c7-be66-02fa41bc1a90,Bald Monkey Seeds,2024-09-28T23:47:38,2024-09-28T23:47:38
9d1ee45d-2d4b-4f9e-8c2b-cecb7d0985db,Banana Peel Genetics,2024-09-28T23:47:38,2024-09-28T23:47:38
9d1ee45d-449b-4684-806a-93ff5978aa18,Barba Seeds,2024-09-28T23:47:38,2024-09-28T23:47:38
9d1ee45d-85ff-4cb7-b6c3-779d43dd3020,Bardi Green Voohoo Genetics,2024-09-28T23:47:39,2024-09-28T23:47:39
9d1ee45d-9075-43a8-8a5f-1cbfdece44f6,Barneys Farm,2024-09-28T23:47:39,2024-09-28T23:47:39
9d1ee45e-c5c8-42d9-bca3-71ebf66d1463,Basement Chuckers,2024-09-28T23:47:39,2024-09-28T23:47:39
9d1ee45e-db02-421a-984a-10b9565ddf44,Basic Seeds,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee45e-e7de-4e5e-a537-c21ca1473f8e,Basinaudo,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee45e-eaf1-46d2-af25-f72c0b282dad,Bask Triangle Farms,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee45f-668f-4db9-a439-a31435ed2898,Bat Country Farms,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee45f-6bff-4f27-8775-2aeb41f7273b,Batman,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee45f-6ef0-4b73-8776-4c0fd038f6c6,Bay Exclusives Seeds & Clones,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee45f-84d5-42fc-93e0-52e007ff3084,Bay Seeds,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee45f-a382-4ee5-bf51-7ff413136c30,Bayou Boys Genetics,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee45f-c8ea-474b-84fa-26b393bebc1a,Bean Barn Seed Co,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee45f-cbef-4778-8bf4-1c2cae0fe5f0,Bean Boyz Genetics,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee460-01cb-431c-99ca-e263f38e59f6,Bean Drop Genetics,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee460-3c9f-4dbb-8ac8-8ba7de8cf784,Beanmill Genetics,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee460-42eb-4b19-8cbf-aa78a70fccc2,Beans2Trees,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee460-5aea-4b23-a73f-bae09e55668c,Bedrock Genetics,2024-09-28T23:47:40,2024-09-28T23:47:40
9d1ee460-5e2d-40d5-9340-d740d245dbcc,Bee Nerdy,2024-09-28T23:47:41,2024-09-28T23:47:41
9d1ee460-6a0c-4643-939f-b6fad5df475e,Beebop Genetics,2024-09-28T23:47:41,2024-09-28T23:47:41
9d1ee460-6d94-4467-b007-14ec676bc8ba,Beefcake Genetics,2024-09-28T23:47:41,2024-09-28T23:47:41
9d1ee460-ad24-4810-be10-2631e78f1a62,Beegens Beans,2024-09-28T23:47:41,2024-09-28T23:47:41
9d1ee460-b060-443d-a7b1-67786571a0e6,Bees Selection,2024-09-28T23:47:41,2024-09-28T23:47:41
9d1ee460-b5df-4d14-9096-ee65fa4d12ef,Beleaf Cannabis,2024-09-28T23:47:41,2024-09-28T23:47:41
9d1ee461-1f32-4889-8470-56234b35bb2e,BestThingGrowing,2024-09-28T23:47:41,2024-09-28T23:47:41
9d1ee461-2f80-407c-8893-2a792a45fc8e,Best Coast Genetics,2024-09-28T23:47:41,2024-09-28T23:47:41
9d1ee461-7792-4f6c-81c3-8dd8c5b204a9,Beta Seeds,2024-09-28T23:47:41,2024-09-28T23:47:41
9d1ee461-86d0-4182-bffa-5485d4ce765c,Beyond Genetics,2024-09-28T23:47:41,2024-09-28T23:47:41
9d1ee461-96cc-47af-9b60-e68a81e8dedc,Beyond Hype Seed Co,2024-09-28T23:47:41,2024-09-28T23:47:41
9d1ee461-c135-4cf9-a9b0-a225027ca07d,Beyond Top Shelf,2024-09-28T23:47:41,2024-09-28T23:47:41
9d1ee462-9301-4dc7-9c65-82ea0aca5ad7,BiPolarBear420,2024-09-28T23:47:42,2024-09-28T23:47:42
9d1ee462-95d4-43ce-ad02-3b83bea3d09b,Big Buddha Seeds,2024-09-28T23:47:42,2024-09-28T23:47:42
9d1ee462-f553-4565-a3a8-a9c112ce9bb6,Big Buddy Seeds,2024-09-28T23:47:42,2024-09-28T23:47:42
9d1ee462-fff0-4ee8-a1b9-ce4c9bf4c333,Big Chiefer Reefer,2024-09-28T23:47:42,2024-09-28T23:47:42
9d1ee463-02da-4489-820a-7f810ea0a33a,Big Dans Genetix,2024-09-28T23:47:42,2024-09-28T23:47:42
9d1ee463-130e-402e-9da7-79773aa72ab2,Big Dog Exotic Cannabis Seeds,2024-09-28T23:47:42,2024-09-28T23:47:42
9d1ee463-5e2e-46fc-9e33-9bcb8dd2d26b,Big Head Seeds,2024-09-28T23:47:42,2024-09-28T23:47:42
9d1ee463-be77-4499-b0a1-301ce7e1af40,Big Nose Genetics,2024-09-28T23:47:43,2024-09-28T23:47:43
9d1ee463-d5cc-4a75-9b9e-32335a2b6003,Big Sky Beans,2024-09-28T23:47:43,2024-09-28T23:47:43
9d1ee463-e4ed-44fd-8ec4-bd3bbbac8161,Big Tree Cultivars,2024-09-28T23:47:43,2024-09-28T23:47:43
9d1ee463-f92c-4e67-b47e-530fd33cac2a,Bigdogs Seeds Collection,2024-09-28T23:47:43,2024-09-28T23:47:43
9d1ee464-17d5-4e41-abe5-36445a7512e7,Bigworm Genetics,2024-09-28T23:47:43,2024-09-28T23:47:43
9d1ee464-4d2d-484c-a326-111fe4113e6d,Billy Budd,2024-09-28T23:47:43,2024-09-28T23:47:43
9d1ee464-5307-4f28-8230-87f34111287c,Binary Selections,2024-09-28T23:47:43,2024-09-28T23:47:43
9d1ee464-85b2-41fa-9822-f84fb32ac829,BioQueen Seeds,2024-09-28T23:47:43,2024-09-28T23:47:43
9d1ee464-a043-4290-b027-79330f1bc306,Bio Bomb Selections,2024-09-28T23:47:43,2024-09-28T23:47:43
9d1ee465-01b9-4f0a-8c5f-8f44c08034a4,Bio Vortex,2024-09-28T23:47:44,2024-09-28T23:47:44
9d1ee465-1d72-42c6-be55-bd05380fc728,Bio.dynamic Grown Cultivars,2024-09-28T23:47:44,2024-09-28T23:47:44
9d1ee465-233e-48f8-beb1-9a53c6d8a015,Biohazard Seeds,2024-09-28T23:47:44,2024-09-28T23:47:44
